,Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
258225,258225,2019-05-08 17:47:36,3501509250702469,fraud_Metz-Boehm,shopping_pos,4.86,Frank,Anderson,M,0611 Stafford Valley Suite 504,Naples,FL,34112,26.1184,-81.7361,276002,"Programme researcher, broadcasting/film/video",1979-01-02,1fac09da4a790c5985d1b4d02020600c,1336499256,25.437815,-81.438283,0
853873,853873,2019-12-16 03:02:29,38580485618059,"fraud_Osinski, Ledner and Leuschke",grocery_pos,145.72,Teresa,Clark,F,1323 Derek Mission,Noonan,ND,58765,48.8856,-103.0098,248,Industrial/product designer,1968-05-13,a35b69f5352247cd66ea6d8f1b9f1670,1355626949,48.151228,-102.932628,0
439535,439535,2019-07-15 00:55:14,4777065439639721,fraud_Funk Group,grocery_net,55.92,Peter,Caldwell,M,08966 Beltran Route Suite 905,Oaks,PA,19456,40.1334,-75.4536,737,Oceanographer,1987-04-24,550e781b3d489f6b6ee1cca6962d85cc,1342313714,39.454326,-76.25336300000001,0
1098432,1098432,2020-04-01 13:28:09,3541554378551366,fraud_Weimann-Lockman,kids_pets,42.56,Brianna,Wilson,F,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,1939-09-19,3fe60859f9d30c6612f870faaa6e9133,1364822889,37.856564,-76.230412,0
169973,169973,2019-03-30 22:38:16,3586955669388457,fraud_Padberg-Rogahn,entertainment,72.33,Benjamin,Rogers,M,24191 Elizabeth Mill,Bolivar,PA,15923,40.3673,-79.1605,1770,"Administrator, local government",1994-12-08,3aa49b33df0ab6242b29fb25107b4c1b,1333147096,39.649654,-78.596979,0
439233,439233,2019-07-14 23:03:50,4294040533480516,fraud_Fahey Inc,kids_pets,152.48,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413000000000004,-81.69,2206,Biomedical scientist,1986-12-31,4349f5a8fac23220545b2c837d3648b4,1342307030,32.745201,-80.696365,0
973069,973069,2020-01-29 01:00:25,4826655832045236,fraud_Berge LLC,gas_transport,64.02,Tami,Forbes,F,5204 Robinson Plaza Suite 897,Barnstable,MA,2630,41.6983,-70.3001,1850,Counselling psychologist,1963-12-29,66dde18d60edeb885f04f2b01e349ef8,1359421225,42.385756,-69.37258299999999,0
622218,622218,2019-09-21 22:36:35,213148039875802,fraud_Deckow-Dare,food_dining,37.55,Jill,Jacobs,F,034 Kimberly Mountains,Brandon,FL,33510,27.9551,-82.2966,79613,Environmental consultant,1978-11-30,4f44191092e05d024f13d7c7ba4d852c,1348266995,28.522125,-82.145955,0
292500,292500,2019-05-24 04:51:15,4410582919485061752,fraud_Lebsack and Sons,misc_net,1278.28,David,Cole,M,7955 Allen Orchard Apt. 336,Springfield,GA,31329,32.3697,-81.3618,9034,"Therapist, occupational",1969-03-02,189eb5e29c2d9fe07e39c1afe81c7262,1337835075,32.260822,-81.058214,0
622302,622302,2019-09-21 23:12:06,6011504998544485,fraud_O'Connell-Ullrich,home,24.76,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1971-11-02,6060f044599d3723270723e2de298847,1348269126,32.615793,-86.103144,0
192603,192603,2019-04-09 04:42:40,4400011257587661852,"fraud_Osinski, Ledner and Leuschke",grocery_pos,120.44,Marissa,Powell,F,474 Allen Haven,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",1980-09-15,5526db8dc8875300eb3d6987829702c5,1333946560,41.370163,-98.741969,0
1260128,1260128,2020-06-08 10:09:20,4239552724014407,fraud_Bins-Tillman,entertainment,217.54,Carl,Hernandez,M,9134 Darryl Flat Suite 916,Paulding,OH,45879,41.141000000000005,-84.5722,6284,Secondary school teacher,1936-03-27,6f98e4595a5cfb880ec933af5f92201e,1370686160,40.731114,-83.596537,0
906296,906296,2019-12-28 12:24:28,4292902571056973207,"fraud_Schoen, Nienow and Bauch",personal_care,9.25,Jeffrey,Smith,M,135 Joseph Mountains,Sula,MT,59871,45.8433,-113.8748,218,"Therapist, horticultural",1995-08-16,b62d3a7b3e4b720d76289f1045f45d89,1356697468,45.313024,-113.876366,0
864506,864506,2019-12-18 17:25:07,374930071163758,fraud_Bahringer Group,health_fitness,26.88,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1971-11-05,253688e70e620407cb2ad14c83966c2f,1355851507,42.412749,-82.84593000000001,0
1202072,1202072,2020-05-17 19:40:33,3500969075198072,"fraud_Nicolas, Hills and McGlynn",entertainment,129.91,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,14b7d5b37a6ff2764956728c77f2182e,1368819633,47.319207,-116.26396,0
1017124,1017124,2020-02-23 22:48:42,4446368897795790,"fraud_Schumm, McLaughlin and Carter",food_dining,54.65,Ryan,Joseph,M,8850 Jessica Center,Atlantic,VA,23303,37.9073,-75.5089,741,"Geologist, engineering",1986-08-17,5aeadf9083b6aacd54a5da45563debf2,1361659722,38.093451,-76.240228,0
449422,449422,2019-07-19 00:33:18,4599285557366057,fraud_McCullough Group,grocery_net,9.31,Mary,Williams,F,00315 Ashley Valleys,Burrton,KS,67020,38.0261,-97.6666,1689,Gaffer,1997-11-18,c6fa55f5b958cba7ef9d2bfeb5771f56,1342657998,37.750493,-97.217396,0
744824,744824,2019-11-14 22:51:01,4560004149983868183,fraud_White and Sons,home,6.22,Stacy,Villegas,F,20581 Pena Walks,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,1992-05-09,a961928d6fb23b9a76557a80fd3e5c48,1352933461,38.928845,-104.539491,0
226079,226079,2019-04-24 10:45:22,3519232971341141,"fraud_Schaefer, Maggio and Daugherty",gas_transport,62.39,Michael,Jones,M,754 Smith Isle,Amsterdam,OH,43903,40.4731,-80.9596,2208,Mental health nurse,1961-09-10,a4c16aef6222ae397fbff013798f9d81,1335264322,39.608998,-80.509274,0
857553,857553,2019-12-16 18:05:33,377993105397617,fraud_Champlin and Sons,home,36.57,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,1975-09-11,d6924f5e210fa2bb1c11ccaac9201c62,1355681133,44.211699,-87.876527,0
589500,589500,2019-09-07 14:36:44,6550399784335736,fraud_Roob-Okuneva,health_fitness,156.18,Harry,Mckee,M,95351 Sullivan Viaduct Apt. 239,Port Charlotte,FL,33981,26.9379,-82.2388,79008,Quantity surveyor,1984-08-31,67bf1f5b28b7531ce5c91732c63119e4,1347028604,25.991843,-82.35551600000001,0
390132,390132,2019-06-27 21:54:31,4855488158131690372,fraud_Roob-Okuneva,health_fitness,78.82,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,1993-09-29,d275213dd2cbde9fd41de1fc144d928a,1340834071,43.836961,-71.659366,0
791986,791986,2019-12-02 09:44:57,36360452125889,fraud_Ledner-Pfannerstill,gas_transport,38.29,Christopher,Raymond,M,766 Potter Well,West Chazy,NY,12992,44.797,-73.5112,4778,Engineering geologist,1954-06-14,2e6380357333a3ed4e175f4c4e828c47,1354441497,45.254514,-73.984302,0
1235926,1235926,2020-05-31 02:43:06,180094608895855,fraud_Hackett-Lueilwitz,grocery_pos,139.26,Tammie,Harper,F,57887 Gutierrez Harbor,Westfir,OR,97492,43.7575,-122.481,597,Forensic psychologist,1961-05-19,f70eff583620cded7c48cc0227843dce,1369968186,43.032505,-122.53465,0
731434,731434,2019-11-09 03:09:18,30510856607165,fraud_Zboncak LLC,food_dining,9.73,Frederick,Robinson,M,1125 Ray Track,Livonia,MI,48154,42.3958,-83.3772,96942,Horticultural consultant,1965-04-01,0910f1c0916a03a4d1bac875c2220ecf,1352430558,42.921798,-82.702595,0
1113957,1113957,2020-04-08 01:08:46,30428204673351,fraud_McGlynn-Jaskolski,misc_pos,39.37,Greg,Villarreal,M,2851 Foster Shoals,Schaefferstown,PA,17088,40.3087,-76.2963,823,Gaffer,1982-07-02,eb0d5fddff2bf1ef15346d0cded81940,1365383326,40.14552,-76.27388499999999,0
441671,441671,2019-07-15 16:00:55,375974680629816,fraud_Dare-Gibson,health_fitness,69.86,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,1973-04-06,77f6c7649bd189b580dbf7d8bc148171,1342368055,42.639681,-73.834191,0
963748,963748,2020-01-24 02:03:42,6538891242532018,fraud_Kris-Weimann,misc_net,87.06,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,279199071b8a22e1c40da6d5e26f5568,1358993022,36.55492,-90.61097,0
1145349,1145349,2020-04-21 22:26:04,2248348993063230,fraud_Bednar PLC,kids_pets,131.68,Jennifer,Scott,F,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,1960-08-05,cef2bda1a916234ff42257f0721494e2,1366583164,40.098624,-81.510591,0
607155,607155,2019-09-15 06:40:25,2254799658404120,fraud_Halvorson Group,misc_pos,50.49,Barbara,Nelson,F,7337 Browning Falls Suite 027,Valdosta,GA,31605,30.946,-83.2474,94325,Educational psychologist,1987-09-08,0437a4d110e3c877b8eb36219c32f981,1347691225,31.439564,-84.145679,0
471236,471236,2019-07-26 22:16:39,3595111028444131,fraud_Bednar Group,misc_net,834.52,Jeffery,Sanders,M,5278 Sarah Station Apt. 009,Cardwell,MO,63829,36.0434,-90.2907,1120,Television floor manager,1957-04-17,d985f6e8198732780a1ee9669ad0417f,1343340999,35.056914,-89.906683,1
470192,470192,2019-07-26 13:41:20,3527536963490470,fraud_Ullrich Ltd,kids_pets,23.44,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1974-12-05,c37bd29847013265fe6a20b18337d0ce,1343310080,32.468796999999995,-80.927627,0
598950,598950,2019-09-11 09:35:56,676292294938,fraud_Conroy Ltd,shopping_pos,6.51,Lisa,Fitzpatrick,F,58761 Brewer Rapids,Skytop,PA,18357,41.2336,-75.2389,104,Financial trader,1927-08-25,85bd8cf416abfa0a450509f534404a06,1347356156,41.703322,-74.471773,0
278973,278973,2019-05-18 07:53:04,4302475216404898,fraud_Lockman Ltd,grocery_pos,93.11,Daniel,Cain,M,384 Newman Forks Apt. 370,Belmond,IA,50421,42.8511,-93.62,3032,Community pharmacist,1964-08-08,e77218c2614c33e8deec5d9cb807552e,1337327584,43.190892,-93.335341,0
1059580,1059580,2020-03-16 01:23:29,5501083170975659,fraud_Jaskolski-Vandervort,misc_net,25.17,Wayne,Payne,M,587 Bradley Inlet Suite 281,Cuyahoga Falls,OH,44223,41.1464,-81.5107,47772,Equities trader,1966-01-04,423b4b252c0d15ebd6f9ad95fcc81a03,1363397009,41.422802,-80.771761,0
95296,95296,2019-02-25 19:38:26,6011652924285713,fraud_Stark-Koss,home,226.5,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,1988-10-26,c1d23bc90ed0bc28281791a91ce65e7f,1330198706,39.183457,-92.632088,0
141087,141087,2019-03-17 20:19:16,6011109736646996,fraud_Carroll PLC,health_fitness,35.33,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1983-02-08,70398bd37494f96e5ed646aefaed1bda,1332015556,35.215031,-77.939128,0
705729,705729,2019-10-28 04:45:01,371683116218417,fraud_Friesen-D'Amore,gas_transport,51.69,Debra,Becker,F,384 Jonathan Hills,Iselin,NJ,8830,40.5716,-74.3167,18459,Emergency planning/management officer,1929-03-19,8438658ef6602689b273ab4ad3d47507,1351399501,41.443853,-75.24577099999999,0
431102,431102,2019-07-12 14:32:12,4266200684857219,fraud_Rau-Robel,kids_pets,28.08,Joshua,Bryant,M,5452 Patricia Inlet Apt. 280,Nelson,NE,68961,40.201,-98.0684,732,Television/film/video producer,1956-12-13,b4b323b8b9a131a547bc394310166708,1342103532,39.507445,-97.533727,0
851197,851197,2019-12-15 17:44:29,4908846471916297,fraud_Streich Ltd,home,11.71,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1992-07-24,46bc1b1bc84ae1384dbcfa2a2310af3a,1355593469,31.874593,-97.322198,0
1026701,1026701,2020-03-01 17:46:03,376656886990758,fraud_Schoen Ltd,kids_pets,51.69,Richard,Vance,M,169 Shelia Knoll Suite 753,Zavalla,TX,75980,31.1569,-94.3871,2836,"Designer, jewellery",1985-12-03,330f89355d8e17d3cd44e0d23728a298,1362159963,30.165669,-95.032881,0
386694,386694,2019-06-26 10:14:20,2318062975163331,"fraud_Bernhard, Grant and Langworth",shopping_pos,5.79,William,Martinez,M,0207 Griffith Plains Apt. 544,Louisiana,MO,63353,39.4336,-91.0664,4593,"Teacher, early years/pre",1940-11-11,85d7fbc492d2b5284241cbb0a0bbef4c,1340705660,39.612263,-91.166295,0
770090,770090,2019-11-25 14:42:12,6011382886333463,fraud_Schoen-Quigley,kids_pets,139.2,Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,1942-05-04,99031b0ca59c43f5f22b0cb076fa9d9b,1353854532,44.509298,-84.783934,0
1028264,1028264,2020-03-02 06:46:38,370612217861404,fraud_Cole PLC,grocery_pos,188.4,Amanda,Fitzgerald,F,298 Kayla Lights,Bristol,PA,19007,40.1159,-74.8536,21125,"Administrator, charities/voluntary organisations",1985-05-25,95cf0b62accf29cc699d3649ee8ea62f,1362206798,40.821729,-73.9386,0
942588,942588,2020-01-11 20:45:23,4681699462969,fraud_Bahringer Group,health_fitness,60.91,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,66ff752a8d82ceb6a84dd6ce130a96f6,1357937123,35.669385,-85.782332,0
118179,118179,2019-03-07 23:42:28,30082025922891,fraud_Schoen Ltd,kids_pets,16.03,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",1934-06-23,7a1b322683efe7d0ae9de868bc3ae091,1331163748,25.636557,-80.798386,0
105975,105975,2019-03-02 17:27:54,2720433095629877,fraud_Effertz LLC,entertainment,3.29,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,d4ea589aa3b7c3d9585a33effb3d061a,1330709274,43.874356,-69.883432,0
128592,128592,2019-03-11 20:57:44,4990494243023,"fraud_Mueller, Gerhold and Mueller",health_fitness,155.42,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,0ad8a5fe781f469ff46ffd1c1689e296,1331499464,39.089463,-78.057749,0
1083420,1083420,2020-03-25 23:33:58,4536996888716062123,"fraud_Lowe, Dietrich and Erdman",kids_pets,32.22,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,6d9bc01b5f89a4dfd0dbf24c3413a562,1364254438,35.559936,-105.99031399999998,0
711729,711729,2019-10-31 03:23:32,4973530368125489546,fraud_Stoltenberg-Beatty,shopping_pos,3.45,Mary,Rodriguez,F,8986 Fitzgerald Plains,Winslow,AR,72959,35.8312,-94.1187,2786,Musician,1965-09-27,86c479f7cb34cee22862dc2f045937c8,1351653812,36.72746,-95.0082,0
979330,979330,2020-02-02 02:17:09,4334230547694630,fraud_Durgan-Auer,misc_net,1.01,Scott,Martin,M,7483 Navarro Flats,Freedom,WY,83120,43.0172,-111.0292,471,"Education officer, museum",1967-08-02,f90e23bc697dca33ca1fd692c532db54,1359771429,43.703929,-111.888057,0
748019,748019,2019-11-16 13:13:51,4003989662068504,fraud_Connelly-Carter,home,67.98,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,5a773ca7709c504a77f79787f2cb45bf,1353071631,33.1672,-87.296337,0
989095,989095,2020-02-08 01:29:26,4855488158131690372,"fraud_Kerluke, Considine and Macejkovic",misc_net,71.68,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,1993-09-29,834082c72a1c9afcfcaa28c6dc0b8c68,1360286966,43.820578000000005,-72.907431,0
1230822,1230822,2020-05-28 23:14:23,4990494243023,fraud_Parker-Kunde,personal_care,39.43,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,82603c7f38e0470b37063e4a1878c879,1369782863,39.865120000000005,-79.41394,0
364043,364043,2019-06-17 20:40:06,2712209726293386,fraud_Schroeder Group,health_fitness,221.19,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",1977-02-22,5dbba88dbd5e42e6ba5cc6642679097b,1339965606,29.736748,-91.448393,0
301648,301648,2019-05-27 00:33:20,2266735643685262,"fraud_Mosciski, Gislason and Mertz",grocery_pos,90.18,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,1972-07-25,433e6d4f43d0592cae6ed1cf401baa31,1338078800,34.003939,-86.339342,0
255551,255551,2019-05-07 00:56:25,676309913934,fraud_Kutch Group,grocery_net,79.48,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,81005,38.2352,-104.66,151815,Further education lecturer,1988-01-04,ffb0523e1e8dedf2bb457ce3aca7301a,1336352185,37.314342,-104.86563999999998,0
271416,271416,2019-05-14 00:22:52,4777065439639721,"fraud_Moore, Dibbert and Koepp",misc_net,65.8,Peter,Caldwell,M,08966 Beltran Route Suite 905,Oaks,PA,19456,40.1334,-75.4536,737,Oceanographer,1987-04-24,448573c0038ce68b3601a6e8ba00d0d2,1336954972,40.403619,-76.37012,0
956298,956298,2020-01-19 13:23:16,4689147265057948423,fraud_Tromp Group,travel,2.1,Steven,Brooks,M,2622 Reynolds Isle,Manley,NE,68403,40.9207,-96.168,206,Human resources officer,1967-10-04,d2f5c3d1d099a92ac84b11b2bdf4ca32,1358601796,41.698845,-96.645686,0
460984,460984,2019-07-22 14:22:25,4181833256558613886,"fraud_Wuckert, Wintheiser and Friesen",home,25.23,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,fca514171947c7e54647a15ae0e196c3,1342966945,37.064931,-105.828134,0
940098,940098,2020-01-10 12:50:41,3576021480694169,fraud_Bauch-Blanda,entertainment,9.89,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,2c2ccdccd0b680af096c0b2d96c2300f,1357822241,39.42575,-94.910252,0
726769,726769,2019-11-06 16:28:28,30234966027947,fraud_Kilback and Sons,entertainment,53.61,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,4bc36bc90a32a42488b9c5a933411fde,1352219308,43.108254,-87.738222,0
277032,277032,2019-05-17 10:12:39,213156747557083,fraud_Cummings Group,grocery_net,39.33,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,1982-07-30,d2380ab4daff10ead4eaea31c86d8c65,1337249559,34.403526,-118.627269,0
241863,241863,2019-05-01 08:27:49,4158945090781624,"fraud_Greenholt, Jacobi and Gleason",gas_transport,66.55,Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",1973-10-19,324e0609e204281dea0d4585508fc2db,1335860869,39.708021,-80.74659399999999,0
147581,147581,2019-03-20 20:20:20,3536818734263520,fraud_Will Ltd,food_dining,37.31,Gerald,Frank,M,95793 Andrea Ville Suite 533,Des Moines,IA,50314,41.603,-93.633,222785,Interior and spatial designer,1981-08-10,dfb1af76566642a699eef07cfe2e5a94,1332274820,41.608201,-92.723094,0
889591,889591,2019-12-23 20:53:44,2297447006766555,"fraud_Turcotte, Batz and Buckridge",health_fitness,13.86,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,1960-01-13,4bda75b5921de5b22a983e16b5e0a18c,1356296024,39.552399,-87.86424,0
652518,652518,2019-10-05 10:54:19,180036456789979,fraud_Luettgen PLC,gas_transport,103.62,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,1974-11-20,16956dd0aecb138fd5424bcec013eb0d,1349434459,43.614383,-91.417186,0
1292460,1292460,2020-06-19 20:02:49,4423489490781412,fraud_Botsford PLC,home,24.89,Christopher,Ortega,M,5045 Emily Wall,Princeton,IA,52768,41.6858,-90.3706,1426,Agricultural consultant,1957-03-06,539b988852d67cc6ab086ca6e14d2c38,1371672169,42.472834000000006,-89.52641700000001,0
385446,385446,2019-06-25 17:27:08,38295635583927,"fraud_Boehm, Block and Jakubowski",misc_pos,8.04,Candice,Brown,F,9412 Harris Mews,O Brien,TX,79539,33.3749,-99.8473,178,Warden/ranger,1983-06-14,0c70f11cc6dbf5448ed4c5d89c72f267,1340645228,32.780295,-98.850658,0
187450,187450,2019-04-07 12:52:43,6011367958204270,"fraud_Turcotte, Batz and Buckridge",health_fitness,38.67,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,005d3563e22ca6c17246aeaae8cdab72,1333803163,41.241824,-81.040084,0
34585,34585,2019-01-21 12:12:13,6011148190095209,fraud_Hammes-Beatty,kids_pets,4.67,Terri,Bailey,F,508 Erin Mount,Daly City,CA,94015,37.6787,-122.478,107941,"Buyer, industrial",1991-10-04,3335c8fde77520a6cfc90715bee3c009,1327147933,38.320167,-122.744886,0
819038,819038,2019-12-08 16:08:13,4956828990005111019,fraud_Streich Ltd,home,81.31,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,1980-12-21,85efb711d190b33d0201be25b94d17f4,1354982893,40.829506,-75.069238,0
203388,203388,2019-04-14 13:50:38,502038091380,fraud_Macejkovic-Lesch,shopping_pos,132.69,Kurt,Peters,M,7290 Ashlee Keys,Kissee Mills,MO,65680,36.6704,-93.0377,1201,"Engineer, agricultural",1980-03-18,46e9ff43965c62e1ba2bc81cddb9d085,1334411438,37.159112,-92.99716,0
757554,757554,2019-11-20 04:46:16,348789608637806,fraud_Kutch LLC,gas_transport,73.21,Megan,Murphy,F,53696 Laura Radial,Holstein,NE,68950,40.4542,-98.6538,331,Telecommunications researcher,1950-08-19,ac4df76660868513e50e2094a603f9ec,1353386776,39.666658,-99.347305,0
78778,78778,2019-02-16 14:15:51,213193596103206,fraud_Frami Group,entertainment,74.28,James,Hunt,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,1994-02-09,7400fd32a0a7ca255dbd21432fb85a09,1329401751,45.111511,-84.169847,0
747446,747446,2019-11-16 07:22:49,4191109180926792,fraud_Stamm-Rodriguez,misc_pos,6.44,Jennifer,Spencer,F,477 Wheeler Burg,Amanda,OH,43102,39.6251,-82.7552,4512,Farm manager,1992-10-03,49b87a8d7423f50e97828320bdc522b1,1353050569,39.119926,-82.97298599999999,0
1017203,1017203,2020-02-23 23:21:11,3524574586339330,fraud_White and Sons,home,69.62,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633000000000003,-80.4031,105638,"Librarian, public",1986-05-07,fdf8ac806db9f7e5831dc8c502cf8cf7,1361661671,26.760531,-81.35080400000001,0
535122,535122,2019-08-18 04:51:35,213175487106448,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,54.11,Diane,Jackson,F,682 Mills Way Apt. 814,Rule,TX,79548,33.0771,-99.959,932,"Physicist, medical",1954-12-10,4cba9a042a45f35d963baa7c643b8a81,1345265495,33.927232000000004,-99.065289,0
443282,443282,2019-07-16 02:17:51,213157767990030,"fraud_Mosciski, Gislason and Mertz",grocery_pos,172.23,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1984-08-01,049c1361512105420fc5cd04911a0949,1342405071,42.565695,-108.438365,0
400427,400427,2019-07-01 03:31:06,4725673654161314,fraud_Medhurst PLC,shopping_net,198.33,Alex,White,M,874 Fred Knolls Apt. 609,Orient,NY,11957,41.1437,-72.2879,743,Video editor,1968-09-19,f316676e8450bc493e8ff300cacccf8a,1341113466,40.588353000000005,-71.304536,0
992271,992271,2020-02-09 15:19:47,6534628260579800,"fraud_Lang, Towne and Schuppe",kids_pets,41.99,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,ba3be554ff17bcd714f1da2906f34b74,1360423187,44.113131,-74.020815,0
373290,373290,2019-06-22 00:42:20,3551217896304745,fraud_Jaskolski-Dibbert,grocery_net,57.52,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,1976-10-09,a8b90cef8bbc2902101a52879083218c,1340325740,44.391199,-75.424297,0
706205,706205,2019-10-28 09:28:44,346273234529002,fraud_Keeling-Crist,misc_pos,65.59,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,1991-10-22,8bf0aa72f3d0fd65d2fbdc248aa71434,1351416524,38.386965,-80.70328,0
369891,369891,2019-06-20 16:16:05,3525590521269779,fraud_Kuhn LLC,shopping_pos,5.68,Scott,Fuller,M,861 Karen Common,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,1984-07-20,b9cb7433f14aa70e7eb2bd14681bc4ab,1340208965,35.403865,-79.386461,0
220911,220911,2019-04-22 00:28:35,4509142395811241,fraud_Sporer Inc,gas_transport,44.23,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",1926-07-12,473758dac11ee88d30d9e31a3510b663,1335054515,32.1949,-82.90462099999999,0
1199360,1199360,2020-05-16 18:15:08,4474324669797121,fraud_Heller PLC,health_fitness,8.86,Matthew,Russell,M,168 Michael Coves Suite 343,June Lake,CA,93529,37.7773,-119.0825,633,Health service manager,1927-09-09,75b83b3e433cb18233cf743c96089f49,1368728108,37.947528000000005,-118.629113,0
639531,639531,2019-09-29 11:27:48,4358137750029944984,fraud_Corwin-Collins,gas_transport,50.05,Dawn,Stephens,F,91542 Marissa Shores Apt. 053,Oran,IA,50664,42.7012,-92.0762,53,Sports administrator,1972-10-05,3f5b028991b3d236aa4408908a3d9ead,1348918068,42.921807,-92.490481,0
857487,857487,2019-12-16 17:51:11,30234966027947,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,1.92,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,852fb76eed5b0d2060c6a56bebb162db,1355680271,43.714792,-87.67209799999999,0
